PERMNO,date,RET
12308,2016-02-29,0.047852
12308,2016-03-31,0.127367
12308,2016-04-29,0.048461
12308,2016-05-31,-0.067256
12308,2016-06-30,0.044304
12308,2016-07-29,0.027248
12308,2016-08-31,0.095116
12308,2016-09-30,0.049609
12308,2016-10-31,-0.074379
12308,2016-11-30,0.101725
12308,2016-12-30,0.045803
12308,2017-01-31,0.125139
12308,2017-02-28,-0.002747
12308,2017-03-31,0.013186
12308,2017-04-28,0.054503
12308,2017-05-31,0.001130
12308,2017-06-30,-0.025177
12308,2017-07-31,0.163456
12308,2017-08-31,0.016917
12308,2017-09-29,-0.088122
12308,2017-10-31,-0.080485
12308,2017-11-30,-0.023820
12308,2017-12-29,0.029889
12308,2018-01-31,0.122902
12308,2018-02-28,-0.093625
12308,2018-03-29,-0.089814
12308,2018-04-30,-0.128302
12308,2018-05-31,-0.037782
12308,2018-06-29,0.123238
12308,2018-07-31,0.038778
12308,2018-08-31,0.019108
12308,2018-09-28,0.049871
12308,2018-10-31,-0.016908
12308,2018-11-30,0.027562
12308,2018-12-31,-0.134356
12308,2019-01-31,0.161701
12308,2019-02-28,0.041867
12308,2019-03-29,0.005799
12308,2019-04-30,0.069989
12308,2019-05-31,0.015114
12308,2019-06-28,0.048779
12308,2019-07-31,-0.024799
12308,2019-08-30,0.062821
12308,2019-09-30,0.006177
12308,2019-10-31,0.135252
12308,2019-11-29,0.004595
12308,2019-12-31,0.032063
12308,2020-01-31,0.066752
12308,2020-02-28,-0.046941
12308,2020-03-31,-0.115295
12308,2020-04-30,0.135042
12308,2020-05-29,0.098479
12308,2020-06-30,-0.062426
12308,2020-07-31,0.137166
12308,2020-08-31,0.061397
12308,2020-09-30,0.014181
12308,2020-10-30,-0.032867
12308,2020-11-30,0.079775
12308,2020-12-31,0.014663
12308,2021-01-29,-0.081611
12308,2021-02-26,0.009645
12308,2021-03-31,0.005869
12308,2021-04-30,0.091456
12308,2021-05-28,0.031302
12308,2021-06-30,0.038760
12308,2021-07-30,0.031326
12308,2021-08-31,0.097588
12308,2021-09-30,-0.109103
12308,2021-10-29,-0.072393
12308,2021-11-30,-0.042392
12308,2021-12-31,0.008804
12308,2022-01-31,-0.089927
12308,2022-02-28,0.014225
12308,2022-03-31,-0.093489
12308,2022-04-29,-0.214529
12308,2022-05-31,0.183061
12308,2022-06-30,-0.075750
12308,2022-07-29,-0.077754
12308,2022-08-31,-0.045059
12308,2022-09-30,-0.264838
12308,2022-10-31,0.211867
12308,2022-11-30,0.064387
12308,2022-12-30,-0.133379
12308,2023-01-31,0.133323
12308,2023-02-28,-0.043455
12308,2023-03-31,-0.027203
12308,2023-04-28,0.031012
12308,2023-05-31,-0.115406
12308,2023-06-30,0.126384
12308,2023-07-31,0.102948
12308,2023-08-31,0.081270
12308,2023-09-29,0.003880
12308,2023-10-31,-0.084171
12308,2023-11-30,-0.006629
12308,2023-12-29,-0.028616
12308,2024-01-31,-0.046233
12320,1999-01-29,0.124183
12320,1999-02-26,-0.119186
12320,1999-03-31,-0.141122
12320,1999-04-30,0.038760
12320,1999-05-28,0.003731
12320,1999-06-30,-0.021413
12320,1999-07-30,0.122605
12320,1999-08-31,-0.133106
12320,1999-09-30,-0.152598
12320,1999-10-29,0.018779
12320,1999-11-30,0.023041
12320,1999-12-31,0.190270
12320,2000-01-31,-0.167939
12320,2000-02-29,-0.123853
12320,2000-03-31,-0.218639
12320,2000-04-28,-0.054422
12320,2000-05-31,-0.007194
12320,2000-06-30,0.030725
12320,2000-07-31,0.228571
12320,2000-08-31,0.116279
12320,2000-09-29,-0.201875
12320,2000-10-31,0.059603
12320,2000-11-30,0.231250
12320,2000-12-29,-0.181523
12320,2001-01-31,0.027421
12320,2001-02-28,-0.020568
12320,2001-03-30,-0.061000
12320,2001-04-30,0.009730
12320,2001-05-31,-0.057816
12320,2001-06-29,-0.028409
12320,2001-07-31,0.037427
12320,2001-08-31,-0.058625
12320,2001-09-28,-0.191617
12320,2001-10-31,-0.204444
12320,2001-11-30,-0.068901
12320,2001-12-31,0.076000
12320,2002-01-31,0.197026
12320,2002-02-28,-0.083851
12320,2002-03-28,-0.067797
12320,2002-04-30,0.027273
12320,2002-05-31,-0.322124
12320,2002-06-28,0.195822
12320,2002-07-31,-0.192140
12320,2002-08-30,-0.135135
12320,2002-09-30,0.125000
12320,2002-10-31,-0.333333
12320,2002-11-29,-0.145833
12320,2002-12-31,-0.170732
12320,2003-01-31,0.064706
12320,2003-02-28,-0.171271
12320,2003-03-31,-0.360000
12345,2010-09-30,
12345,2010-10-29,C
12345,2010-11-30,0.087491
12345,2010-12-31,0.177679
12345,2011-01-31,0.044767
12345,2011-02-28,0.059544
12345,2011-03-31,0.038603
12345,2011-04-29,0.125158
12345,2011-05-31,-0.013258
12345,2011-06-30,-0.120749
12345,2011-07-29,0.024403
12345,2011-08-31,-0.116827
12345,2011-09-30,-0.294950
12345,2011-10-31,0.345068
12345,2011-11-30,0.138770
12345,2011-12-30,-0.005510
12345,2012-01-31,0.326562
12345,2012-02-29,0.001856
12345,2012-03-30,0.016674
12345,2012-04-30,-0.042841
12345,2012-05-31,-0.045955
12345,2012-06-29,0.020527
12345,2012-07-31,0.105786
12345,2012-08-31,0.105771
12345,2012-09-28,0.057740
12345,2012-10-31,0.033488
12345,2012-11-30,-0.009552
12345,2012-12-31,0.147999
12345,2013-01-31,0.110878
12345,2013-02-28,-0.069379
12345,2013-03-28,0.079666
12345,2013-04-30,-0.040923
12345,2013-05-31,0.106260
12345,2013-06-28,-0.005851
12345,2013-07-31,0.036976
12345,2013-08-30,0.020958
12345,2013-09-30,0.051034
12345,2013-10-31,0.018708
12345,2013-11-29,0.042627
12345,2013-12-31,0.040166
12345,2014-01-31,-0.018934
12345,2014-02-28,0.125952
12345,2014-03-31,0.009764
12345,2014-04-30,0.047897
12345,2014-05-30,0.076432
12345,2014-06-30,-0.019283
12345,2014-07-31,0.088070
12345,2014-08-29,0.082824
12345,2014-09-30,-0.049759
12345,2014-10-31,-0.156727
12345,2014-11-28,-0.131725
12345,2014-12-31,0.006721
12345,2015-01-30,-0.003779
12345,2015-02-27,0.095082
12345,2015-03-31,0.022000
12345,2015-04-30,0.179043
12345,2015-05-29,-0.015842
12345,2015-06-30,0.023937
12345,2015-07-31,-0.093605
12345,2015-08-31,-0.081744
12345,2015-09-30,-0.023659
12345,2015-10-30,0.114563
12345,2015-11-30,0.039716
12345,2015-12-31,-0.093091
12345,2016-01-29,-0.102762
12345,2016-02-29,0.038733
12345,2016-03-31,0.066949
12345,2016-04-29,-0.034003
12345,2016-05-31,-0.005564
12345,2016-06-30,-0.085300
12345,2016-07-29,0.011287
12345,2016-08-31,0.059527
12345,2016-09-30,0.022436
12345,2016-10-31,-0.013761
12345,2016-11-30,0.146072
12345,2016-12-30,-0.050266
12345,2017-01-31,0.087316
12345,2017-02-28,-0.021765
12345,2017-03-31,0.008768
12345,2017-04-28,-0.070512
12345,2017-05-31,-0.050024
12345,2017-06-30,0.059240
12345,2017-07-31,0.067544
12345,2017-08-31,0.005550
12345,2017-09-29,0.103323
12345,2017-10-31,0.045230
12345,2017-11-30,0.011301
12345,2017-12-29,0.062273
12345,2018-01-31,0.086294
12345,2018-02-28,-0.096963
12345,2018-03-29,-0.014230
12345,2018-04-30,0.000473
12345,2018-05-31,0.060437
12345,2018-06-29,-0.011327
12345,2018-07-31,0.008557
12345,2018-08-31,0.017962
12345,2018-09-28,-0.082195
12345,2018-10-31,-0.129158
12345,2018-11-30,0.045256
12345,2018-12-31,-0.098060
12345,2019-01-31,0.045815
12345,2019-02-28,-0.016672
12345,2019-03-29,-0.005145
12345,2019-04-30,0.049358
12345,2019-05-31,-0.158450
12345,2019-06-28,0.174141
12345,2019-07-31,-0.028329
12345,2019-08-30,-0.075397
12345,2019-09-30,0.169811
12345,2019-10-31,0.002571
12345,2019-11-29,0.043367
12345,2019-12-31,0.020964
12345,2020-01-31,-0.175910
12345,2020-02-28,-0.068713
12345,2020-03-31,-0.305486
12345,2020-04-30,0.167641
12345,2020-05-29,0.100259
12345,2020-06-30,0.047208
12345,2020-07-31,-0.048691
12345,2020-08-31,0.064140
12345,2020-09-30,0.076512
12345,2020-10-30,-0.028940
12345,2020-11-30,0.258583
12345,2020-12-31,0.077086
12345,2021-01-29,-0.064368
12345,2021-02-26,0.202075
12345,2021-03-31,0.019498
12345,2021-04-30,-0.002979
12345,2021-05-28,0.085599
12345,2021-06-30,-0.076541
12345,2021-07-30,-0.034412
12345,2021-08-31,0.021645
12345,2021-09-30,-0.064773
12345,2021-10-29,-0.010975
12345,2021-11-30,-0.049127
12345,2021-12-31,0.058533
12345,2022-01-31,0.048791
12345,2022-02-28,0.005169
12345,2022-03-31,0.069114
12345,2022-04-29,0.031220
12345,2022-05-31,0.077525
12345,2022-06-30,-0.178556
12345,2022-07-29,0.018980
12345,2022-08-31,-0.055319
12345,2022-09-30,-0.093012
12345,2022-10-31,0.015542
12345,2022-11-30,0.127534
12345,2022-12-30,-0.023291
12345,2023-01-31,0.164519
12345,2023-02-28,-0.007240
12345,2023-03-31,-0.009480
12345,2023-04-28,0.007669
12345,2023-05-31,-0.082655
12345,2023-06-30,0.073533
12345,2023-07-31,0.076554
12345,2023-08-31,0.011734
12345,2023-09-29,-0.041207
12345,2023-10-31,-0.047096
12345,2023-11-30,0.067708
12345,2023-12-29,-0.000210
12345,2024-01-31,-0.010097
12346,2010-09-30,
12346,2010-10-29,C
12346,2010-11-30,0.087393
12346,2010-12-31,
12369,2010-10-29,
12369,2010-11-30,C
12369,2010-12-31,0.077778
12369,2011-01-31,-0.010038
12369,2011-02-28,-0.081118
12369,2011-03-31,-0.074560
12369,2011-04-29,0.034160
12369,2011-05-31,-0.008725
12369,2011-06-30,-0.045583
12369,2011-07-29,-0.088274
12369,2011-08-31,-0.131864
12369,2011-09-30,-0.160216
12369,2011-10-31,0.280971
12369,2011-11-30,-0.176402
12369,2011-12-30,-0.047910
12369,2012-01-31,0.185002
12369,2012-02-29,0.083264
12369,2012-03-30,-0.014220
12369,2012-04-30,-0.103314
12369,2012-05-31,-0.034783
12369,2012-06-29,-0.111712
12369,2012-07-31,-0.000507
12369,2012-08-31,0.083207
12369,2012-09-28,0.065574
12369,2012-10-31,0.120879
12369,2012-11-30,0.014902
12369,2012-12-31,0.113988
12369,2013-01-31,-0.025668
12369,2013-02-28,-0.033464
12369,2013-03-28,0.024678
12369,2013-04-30,0.108555
12369,2013-05-31,0.098898
12369,2013-06-28,-0.017114
12369,2013-07-31,0.076854
12369,2013-08-30,-0.049902
12369,2013-09-30,0.055458
12369,2013-10-31,0.027245
12369,2013-11-29,0.048173
12369,2013-12-31,0.055254
12369,2014-01-31,-0.117201
12369,2014-02-28,0.003326
12369,2014-03-31,-0.040884
12369,2014-04-30,0.001743
12369,2014-05-30,0.002900
12369,2014-06-30,0.058415
12369,2014-07-31,-0.068320
12369,2014-08-29,0.028977
12369,2014-09-30,-0.073563
12369,2014-10-31,-0.016907
12369,2014-11-28,0.064650
12369,2014-12-31,0.053246
12369,2015-01-30,-0.065597
12369,2015-02-27,0.143777
12369,2015-03-31,0.013133
12369,2015-04-30,-0.065067
12369,2015-05-29,0.025956
12369,2015-06-30,-0.063386
12369,2015-07-31,-0.054606
12369,2015-08-31,-0.065693
12369,2015-09-30,0.031929
12369,2015-10-30,0.162891
12369,2015-11-30,0.036952
12369,2015-12-31,-0.050553
12369,2016-01-29,-0.128492
12369,2016-02-29,-0.006748
12369,2016-03-31,0.080503
12369,2016-04-29,0.011772
12369,2016-05-31,-0.016352
12369,2016-06-30,-0.083120
12369,2016-07-29,0.114488
12369,2016-08-31,0.012048
12369,2016-09-30,0.007206
12369,2016-10-31,-0.005351
12369,2016-11-30,0.092721
12369,2016-12-30,0.019983
12369,2017-01-31,0.050804
12369,2017-02-28,0.006282
12369,2017-03-31,-0.029859
12369,2017-04-28,-0.020362
12369,2017-05-31,-0.020497
12369,2017-06-30,0.040672
12369,2017-07-31,0.030060
12369,2017-08-31,0.015564
12369,2017-09-29,0.115490
12369,2017-10-31,0.064388
12369,2017-11-30,0.002559
12369,2017-12-29,-0.039916
12369,2018-01-31,0.034643
12369,2018-02-28,-0.072153
12369,2018-03-29,-0.066836
12369,2018-04-30,0.011007
12369,2018-05-31,0.162221
12369,2018-06-29,-0.068384
12369,2018-07-31,-0.037817
12369,2018-08-31,-0.049064
12369,2018-09-28,-0.055479
12369,2018-10-31,0.086724
12369,2018-11-30,0.037169
12369,2018-12-31,-0.108564
12369,2019-01-31,0.166517
12369,2019-02-28,0.011789
12369,2019-03-29,-0.050659
12369,2019-04-30,0.049865
12369,2019-05-31,-0.144031
12369,2019-06-28,0.167067
12369,2019-07-31,0.046976
12369,2019-08-30,-0.080565
12369,2019-09-30,0.020760
12369,2019-10-31,-0.008538
12369,2019-11-29,-0.031216
12369,2019-12-31,0.027222
12369,2020-01-31,-0.087705
12369,2020-02-28,-0.086553
12369,2020-03-31,-0.306229
12369,2020-04-30,0.072666
12369,2020-05-29,0.161059
12369,2020-06-30,-0.022411
12369,2020-07-31,-0.016206
12369,2020-08-31,0.190438
12369,2020-09-30,-0.001350
12369,2020-10-30,0.166948
12369,2020-11-30,0.269621
12369,2020-12-31,-0.050182
12369,2021-01-29,0.217099
12369,2021-02-26,0.012826
12369,2021-03-31,0.119423
12369,2021-04-30,-0.004177
12369,2021-05-28,0.036526
12369,2021-06-30,-0.002361
12369,2021-07-30,-0.039378
12369,2021-08-31,-0.137755
12369,2021-09-30,0.075495
12369,2021-10-29,0.032631
12369,2021-11-30,0.063200
12369,2021-12-31,0.013133
12369,2022-01-31,-0.100631
12369,2022-02-28,-0.113977
12369,2022-03-31,-0.063784
12369,2022-04-29,-0.133288
12369,2022-05-31,0.020311
12369,2022-06-30,-0.178904
12369,2022-07-29,0.141688
12369,2022-08-31,0.056260
12369,2022-09-30,-0.160167
12369,2022-10-31,0.223122
12369,2022-11-30,0.033376
12369,2022-12-30,-0.168393
12369,2023-01-31,0.168847
12369,2023-02-28,-0.014751
12369,2023-03-31,-0.050852
12369,2023-04-28,-0.099237
12369,2023-05-31,-0.019068
12369,2023-06-30,0.192533
12369,2023-07-31,-0.004927
12369,2023-08-31,-0.124316
12369,2023-09-29,-0.016115
12369,2023-10-31,-0.144677
12369,2023-11-30,0.123759
12369,2023-12-29,0.136709
12369,2024-01-31,0.080178
12431,1999-01-29,0.007937
12431,1999-02-26,0.003150
12431,1999-03-31,0.041995
12431,1999-04-30,0.394207
12431,1999-05-28,-0.077326
12431,1999-06-30,0.014720
12431,1999-07-30,-0.004836
12431,1999-08-31,-0.008047
12431,1999-09-30,-0.136542
12431,1999-10-29,-0.048919
12431,1999-11-30,-0.069713
12431,1999-12-31,0.136774
12431,2000-01-31,-0.145289
12431,2000-02-29,-0.182311
12431,2000-03-31,0.154976
12431,2000-04-28,0.060734
12431,2000-05-31,-0.025672
12431,2000-06-30,-0.116598
12431,2000-07-31,-0.024845
12431,2000-08-31,0.165159
12431,2000-09-29,-0.256516
12431,2000-10-31,0.114391
12431,2000-11-30,0.070728
12431,2000-12-29,0.040373
12431,2001-01-31,0.058149
12431,2001-02-28,-0.017829
12431,2001-03-30,-0.083968
12431,2001-04-30,0.183581
12431,2001-05-31,0.053617
12431,2001-06-29,-0.165147
12431,2001-07-31,0.060194
12431,2001-08-31,-0.067308
12431,2001-09-28,-0.166872
12431,2001-10-31,0.103550
12431,2001-11-30,0.127614
12431,2001-12-31,-0.001910
12431,2002-01-31,0.057985
12431,2002-02-28,0.134186
12431,2002-03-28,0.000400
12431,2002-04-30,-0.001399
12431,2002-05-31,0.011411
12431,2002-06-28,-0.093148
12431,2002-07-31,-0.159220
12431,2002-08-30,-0.017452
12431,2002-09-30,-0.082823
12431,2002-10-31,0.132404
12431,2002-11-29,0.188974
12431,2002-12-31,-0.067965
12431,2003-01-31,-0.088249
12431,2003-02-28,0.009170
12431,2003-03-31,-0.021800
12431,2003-04-30,0.142265
12431,2003-05-30,-0.002496
12431,2003-06-30,0.080365
12431,2003-07-31,0.146238
12431,2003-08-29,0.100848
12431,2003-09-30,-0.102151
12431,2003-10-31,0.130240
12431,2003-11-28,0.035265
12431,2003-12-31,0.088867
12431,2004-01-30,-0.019888
12431,2004-02-27,0.002104
12431,2004-03-31,0.017599
12431,2004-04-30,-0.045824
12431,2004-05-28,0.014562
12431,2004-06-30,0.046095
12431,2004-07-30,0.005563
12431,2004-08-31,-0.049934
12431,2004-09-30,0.045531
12431,2004-10-29,0.006915
12431,2004-11-30,0.091029
12431,2004-12-31,0.079011
12431,2005-01-31,-0.073724
12431,2005-02-28,0.136058
12431,2005-03-31,-0.054599
12431,2005-04-29,-0.034903
12431,2005-05-31,0.010277
12431,2005-06-30,-0.078285
12431,2005-07-29,0.095585
12431,2005-08-31,0.022643
12431,2005-09-30,-0.039689
12431,2005-10-31,-0.011509
12431,2005-11-30,0.052924
12431,2005-12-30,0.018673
12431,2006-01-31,-0.027248
12431,2006-02-28,0.048892
12431,2006-03-31,0.018523
12431,2006-04-28,0.046901
12431,2006-05-31,0.000457
12431,2006-06-30,-0.019032
12431,2006-07-31,-0.163160
12431,2006-08-31,0.067039
12431,2006-09-29,-0.001052
12431,2006-10-31,-0.033439
12431,2006-11-30,0.067557
12431,2006-12-29,0.003076
12431,2007-01-31,0.095834
12431,2007-02-28,0.013992
12431,2007-03-30,0.001617
12431,2007-04-30,0.029514
12431,2007-05-31,0.153639
12431,2007-06-29,0.067991
12431,2007-07-31,-0.082087
12431,2007-08-31,0.035572
12431,2007-09-28,0.048912
12431,2007-10-31,-0.075638
12431,2007-11-30,0.029196
12431,2007-12-31,-0.100116
12431,2008-01-31,-0.150204
12431,2008-02-29,0.064573
12431,2008-03-31,0.064979
12431,2008-04-30,-0.004486
12431,2008-05-30,-0.003605
12431,2008-06-30,-0.150091
12431,2008-07-31,-0.038205
12431,2008-08-29,0.030833
12431,2008-09-30,-0.155971
12431,2008-10-31,-0.408085
12431,2008-11-28,-0.140379
12431,2008-12-31,0.106505
12431,2009-01-30,-0.065706
12431,2009-02-27,-0.114127
12431,2009-03-31,-0.026798
12431,2009-04-30,0.577536
12431,2009-05-29,-0.062471
12431,2009-06-30,0.033119
12431,2009-07-31,0.381818
12431,2009-08-31,0.072022
12431,2009-09-30,-0.007122
12431,2009-10-30,0.029997
12431,2009-11-30,0.121874
12431,2009-12-31,0.010461
12431,2010-01-29,-0.091774
12431,2010-02-26,-0.014787
12431,2010-03-31,0.092761
12431,2010-04-30,0.060510
12431,2010-05-28,0.008924
12431,2010-06-30,-0.073707
12431,2010-07-30,0.086112
12431,2010-08-31,-0.131607
12431,2010-09-30,0.099908
12431,2010-10-29,0.100812
12431,2010-11-30,0.042992
12431,2010-12-31,0.150244
12431,2011-01-31,0.002336
12431,2011-02-28,-0.040254
12431,2011-03-31,0.067991
12431,2011-04-29,0.045332
12431,2011-05-31,-0.011881
12431,2011-06-30,-0.087575
12431,2011-07-29,-0.175952
12431,2011-08-31,-0.104490
12431,2011-09-30,-0.158162
12431,2011-10-31,0.108224
12431,2011-11-30,0.063925
12431,2011-12-30,-0.076389
12431,2012-01-31,0.146702
12431,2012-02-29,0.141385
12431,2012-03-30,0.040873
12431,2012-04-30,0.028295
12431,2012-05-31,-0.028457
12431,2012-06-29,0.024933
12431,2012-07-31,0.005453
12431,2012-08-31,0.102570
12431,2012-09-28,-0.038067
12431,2012-10-31,0.049308
12431,2012-11-30,0.037210
12431,2012-12-31,-0.013530
12431,2013-01-31,0.071518
12431,2013-02-28,0.024518
12431,2013-03-28,0.048813
12431,2013-04-30,-0.021996
12431,2013-05-31,0.069331
12431,2013-06-28,-0.031288
12431,2013-07-31,0.099604
12431,2013-08-30,-0.031286
12431,2013-09-30,0.101623
12431,2013-10-31,0.043117
12431,2013-11-29,0.057604
12431,2013-12-31,0.085736
12431,2014-01-31,-0.045617
12431,2014-02-28,0.039973
12431,2014-03-31,-0.059699
12431,2014-04-30,0.044724
12431,2014-05-30,0.000334
12431,2014-06-30,0.049147
12431,2014-07-31,-0.059510
12431,2014-08-29,0.023984
12431,2014-09-30,-0.059635
12431,2014-10-31,0.111072
12431,2014-11-28,0.007027
12431,2014-12-31,0.009198
12431,2015-01-30,0.047484
12431,2015-02-27,0.011898
12431,2015-03-31,0.017562
12431,2015-04-30,-0.032903
12431,2015-05-29,0.044654
12431,2015-06-30,-0.015557
12431,2015-07-31,-0.089291
12431,2015-08-31,-0.099511
12431,2015-09-30,-0.076506
12431,2015-10-30,0.167225
12431,2015-11-30,-0.009956
12431,2015-12-31,-0.052667
12431,2016-01-29,-0.069090
12431,2016-02-29,0.079464
12431,2016-03-31,0.121850
12431,2016-04-29,0.056926
12431,2016-05-31,0.019377
12431,2016-06-30,-0.042060
12431,2016-07-29,0.040515
12431,2016-08-31,0.026109
12431,2016-09-30,0.003971
12431,2016-10-31,-0.009567
12431,2016-11-30,0.107743
12431,2016-12-30,0.012074
12431,2017-01-31,0.057436
12431,2017-02-28,0.000126
12431,2017-03-31,0.029738
12431,2017-04-28,0.091367
12431,2017-05-31,0.009577
12431,2017-06-30,0.024442
12431,2017-07-31,-0.038407
12431,2017-08-31,-0.028334
12431,2017-09-29,0.049537
12431,2017-10-31,-0.006392
12431,2017-11-30,-0.011061
12431,2017-12-29,0.023054
12431,2018-01-31,0.060993
12431,2018-02-28,-0.061608
12431,2018-03-29,-0.031982
12431,2018-04-30,-0.018945
12431,2018-05-31,0.043509
12431,2018-06-29,0.030158
12431,2018-07-31,0.097849
12431,2018-08-31,0.028220
12431,2018-09-28,0.015204
12431,2018-10-31,-0.062170
12431,2018-11-30,0.079008
12431,2018-12-31,-0.113601
12431,2019-01-31,0.096569
12431,2019-02-28,0.055178
12431,2019-03-29,0.027662
12431,2019-04-30,0.135804
12431,2019-05-31,-0.034826
12431,2019-06-28,0.074869
12431,2019-07-31,-0.023762
12431,2019-08-30,-0.020783
12431,2019-09-30,0.021885
12431,2019-10-31,0.029868
12431,2019-11-29,0.033257
12431,2019-12-31,0.017848
12431,2020-01-31,0.002332
12431,2020-02-28,-0.031449
12431,2020-03-31,-0.170446
12431,2020-04-30,0.058482
12431,2020-05-29,0.031915
12431,2020-06-30,-0.007760
12431,2020-07-31,0.257249
12431,2020-08-31,0.058282
12431,2020-09-30,0.028634
12431,2020-10-30,0.094845
12431,2020-11-30,0.101620
12431,2020-12-31,-0.003761
12431,2021-01-29,-0.012469
12431,2021-02-26,0.068992
12431,2021-03-31,0.084247
12431,2021-04-30,0.049952
12431,2021-05-28,0.072312
12431,2021-06-30,-0.008959
12431,2021-07-30,0.105735
12431,2021-08-31,-0.025097
12431,2021-09-30,-0.127254
12431,2021-10-29,0.047958
12431,2021-11-30,0.031614
12431,2021-12-31,0.085561
12431,2022-01-31,-0.143197
12431,2022-02-28,-0.110745
12431,2022-03-31,-0.003638
12431,2022-04-29,-0.083890
12431,2022-05-31,-0.013082
12431,2022-06-30,-0.054469
12431,2022-07-29,0.131824
12431,2022-08-31,0.048167
12431,2022-09-30,-0.055754
12431,2022-10-31,0.102341
12431,2022-11-30,0.117710
12431,2022-12-30,-0.054142
12431,2023-01-31,0.065620
12431,2023-02-28,0.032660
12431,2023-03-31,-0.001298
12431,2023-04-28,0.009947
12431,2023-05-31,-0.121522
12431,2023-06-30,0.176316
12431,2023-07-31,0.042769
12431,2023-08-31,0.032942
12431,2023-09-29,-0.011449
12431,2023-10-31,-0.062097
12431,2023-11-30,0.188377
12431,2023-12-29,0.082028
12431,2024-01-31,0.033415
12449,2010-11-30,
12449,2010-12-31,C
12449,2011-01-31,-0.029754
12449,2011-02-28,0.066333
12449,2011-03-31,0.020944
12449,2011-04-29,0.148500
12449,2011-05-31,-0.100506
12449,2011-06-30,-0.121518
12449,2011-07-29,0.000000
12449,2011-08-31,-0.041498
12449,2011-09-30,-0.075678
12449,2011-10-31,0.064737
12449,2011-11-30,0.015737
12449,2011-12-30,0.051761
12449,2012-01-31,0.137931
12449,2012-02-29,0.089438
12449,2012-03-30,0.046989
12449,2012-04-30,0.020119
12449,2012-05-31,-0.041719
12449,2012-06-29,-0.075462
12449,2012-07-31,0.053653
12449,2012-08-31,0.169556
12449,2012-09-28,0.037517
12449,2012-10-31,0.058259
12449,2012-11-30,0.100823
12449,2012-12-31,0.027975
12449,2013-01-31,0.115377
12449,2013-02-28,0.166611
12449,2013-03-28,0.098267
12449,2013-04-30,0.003000
12449,2013-05-31,0.132380
12449,2013-06-28,-0.066376
12449,2013-07-31,0.104182
12449,2013-08-30,0.148602
12449,2013-09-30,0.068374
12449,2013-10-31,0.047113
12449,2013-11-29,0.055743
12449,2013-12-31,-0.037855
12449,2014-01-31,-0.092600
12449,2014-02-28,0.222065
12449,2014-03-31,-0.114138
12449,2014-04-30,-0.008427
12449,2014-05-30,0.107597
12449,2014-06-30,0.042639
12449,2014-07-31,0.007511
12449,2014-08-29,0.082085
12449,2014-09-30,-0.010926
12449,2014-10-31,0.059386
12449,2014-11-28,0.008834
12449,2014-12-31,-0.020936
12449,2015-01-30,-0.055208
12449,2015-02-27,0.092028
12449,2015-03-31,-0.016359
12449,2015-04-30,0.066061
12449,2015-05-29,-0.054385
12449,2015-06-30,0.025766
12449,2015-07-31,-0.007946
12449,2015-08-31,-0.036559
12449,2015-09-30,-0.077367
12449,2015-10-30,0.052609
12449,2015-11-30,0.061094
12449,2015-12-31,-0.070132
12449,2016-01-29,-0.140558
12449,2016-02-29,0.039482
12449,2016-03-31,0.164931
12449,2016-04-29,0.039865
12449,2016-05-31,-0.037432
12449,2016-06-30,-0.038686
12449,2016-07-29,0.059736
12449,2016-08-31,0.082542
12449,2016-09-30,0.058039
12449,2016-10-31,0.009037
12449,2016-11-30,-0.148089
12449,2016-12-30,-0.052364
12449,2017-01-31,0.042185
12449,2017-02-28,0.152620
12449,2017-03-31,-0.109235
12449,2017-04-28,-0.067952
12449,2017-05-31,0.022318
12449,2017-06-30,-0.000554
12449,2017-07-31,0.054434
12449,2017-08-31,-0.054518
12449,2017-09-29,0.076511
12449,2017-10-31,0.067843
12449,2017-11-30,0.100442
12449,2017-12-29,0.058063
12449,2018-01-31,0.104298
12449,2018-02-28,-0.059153
12449,2018-03-29,0.012855
12449,2018-04-30,0.023605
12449,2018-05-31,-0.038257
12449,2018-06-29,0.056684
12449,2018-07-31,0.030145
12449,2018-08-31,-0.015023
12449,2018-09-28,0.065968
12449,2018-10-31,-0.122059
12449,2018-11-30,-0.033145
12449,2018-12-31,-0.039710
12449,2019-01-31,0.086636
12449,2019-02-28,0.155939
12449,2019-03-29,0.057056
12449,2019-04-30,0.058234
12449,2019-05-31,-0.010500
12449,2019-06-28,0.087681
12449,2019-07-31,0.011821
12449,2019-08-30,0.050076
12449,2019-09-30,-0.038941
12449,2019-10-31,0.025943
12449,2019-11-29,0.043165
12449,2019-12-31,-0.062557
12449,2020-01-31,0.095614
12449,2020-02-28,-0.156838
12449,2020-03-31,-0.298168
12449,2020-04-30,0.293288
12449,2020-05-29,0.010528
12449,2020-06-30,0.031749
12449,2020-07-31,0.027989
12449,2020-08-31,-0.027536
12449,2020-09-30,-0.053092
12449,2020-10-30,-0.072197
12449,2020-11-30,0.200534
12449,2020-12-31,0.028732
12449,2021-01-29,-0.110252
12449,2021-02-26,0.142369
12449,2021-03-31,-0.031301
12449,2021-04-30,0.071064
12449,2021-05-28,-0.046156
12449,2021-06-30,-0.066973
12449,2021-07-30,0.008436
12449,2021-08-31,0.019596
12449,2021-09-30,-0.007634
12449,2021-10-29,-0.053049
12449,2021-11-30,-0.162807
12449,2021-12-31,0.080674
12449,2022-01-31,0.064421
12449,2022-02-28,-0.017040
